book_id,genre_id
3718,128
3718,1311
3718,1312
3722,140
3722,148
3736,426
3788,141
3788,143
3788,1318
3804,537
3804,547
3804,559
3804,1138
3872,1255
3872,1268
3885,143
3887,387
3887,392
3887,396
3913,412
3913,1217
3929,446
3929,1129
3963,148
4002,434
4021,424
4021,1239
4032,412
4032,441
4054,446
4054,613
4054,1129
4075,444
4079,1138
4087,1173
4087,1179
4158,1235
4158,1237
4158,1314
4162,128
4162,1311
4162,1312
4289,1142
4293,412
4293,1217
4313,412
4313,441
4347,1222
4347,1236
4390,424
4406,412
4406,1130
4409,128
4409,1311
4484,137
4484,144
4484,146
4513,444
4526,141
4526,142
4526,146
4526,1223
4535,441
4535,446
4540,519
4540,1225
4548,1217
4548,1222
4581,1255
4581,1263
4586,1217
4586,1222
4613,412
4613,434
4707,1314
4753,119
4753,120
4753,1224
4753,1314
4754,426
4754,1240
4754,1246
4803,137
4803,1133
4871,479
4871,1262
4880,1136
4880,1284
4880,1326
4885,137
4885,1318
4897,479
4897,483
4902,412
4902,441
4935,616
4957,1165
4957,1179
4957,1181
4957,1185
4963,1255
4963,1260
4963,1268
4985,479
4985,1262
4997,1231
4997,1314
5024,616
5024,618
5028,141
5028,142
5028,146
5028,1223
5038,412
5041,412
5041,441
5041,527
5114,125
5114,126
5114,127
5119,125
5119,127
5119,433
5128,400
5128,412
5128,441
5131,468
5131,479
5132,433
5132,1217
5133,446
5140,412
5140,441
5145,1142
5161,1125
5161,1222
5162,434
5168,498
5171,424
5171,1226
5182,414
5223,1169
5228,444
5233,1217
5274,412
5274,443
5274,1136
5274,1326
5291,150
5291,1318
5291,1319
5334,409
5334,444
5334,1326
5349,409
5352,1217
5377,412
5377,441
5377,444
5377,1133
5378,412
5378,441
5378,444
5382,547
5382,559
5383,1217
5383,1222
5428,444
5428,447
5428,1284
5430,412
5430,441
5430,1139
5452,1217
5452,1222
5457,1322
5520,1217
5520,1222
5521,1217
5542,1217
5542,1222
5557,412
5557,444
5611,1142
5630,412
5630,430
5630,1218
5667,446
5667,1142
5668,1217
5668,1222
5743,434
5743,616
5754,128
5754,1311
5754,1312
5764,1129
5764,1316
5802,1314
5824,426
5824,1254
5830,1142
5839,1142
5847,424
5855,441
5863,424
5885,426
5885,1242
5886,424
5886,1226
5894,1314
5895,424
5905,424
5905,1226
5927,1268
5941,445
5970,125
5970,127
5970,433
5991,441
6008,1217
6012,616
6012,618
6015,409
6015,412
6028,424
6034,409
6034,1223
6056,134
6056,136
6056,1309
6067,424
6071,426
6101,412
6101,438
6106,433
6106,1217
6112,412
6112,441
6112,443
6123,127
6123,433
6132,441
6134,441
6166,430
6166,529
6179,551
6179,1142
6185,1235
6185,1314
6186,446
6186,447
6186,1235
6186,1314
6209,424
6209,426
6222,426
6222,1240
6222,1242
6242,146
6242,1223
6244,1217
6285,527
6285,533
6285,1306
6288,616
6288,1165
6288,1182
6323,468
6323,479
6323,485
6352,1255
6352,1259
6352,1263
6358,1263
6362,140
6362,551
6385,441
6385,446
6388,434
6388,446
6444,446
6444,1132
6444,1317
6458,412
6458,1125
6540,150
6540,444
6540,1318
6541,150
6541,446
6541,1318
6547,126
6547,127
6547,130
6613,433
6613,1217
6657,424
6657,1226
6662,1142
6664,127
6664,412
6664,441
6664,444
6741,1133
6741,1136
6741,1142
6743,430
6762,1217
6762,1222
6769,519
6769,613
6770,433
6770,1217
6775,433
6775,1217
6793,127
6793,128
6796,1142
6797,426
6869,127
6885,2
6892,409
6892,1220
6897,424
6903,616
6903,618
6904,412
6904,434
6925,129
6925,446
6925,447
7000,441
7022,412
7022,441
7047,433
7047,1217
7061,553
7083,464
7083,465
7088,441
7088,446
7089,1217
7090,426
7147,619
7153,430
7181,412
7182,137
7182,1120
7204,1217
7204,1222
7229,150
7229,448
7256,1235
7256,1314
7274,434
7291,1217
7292,1217
7294,434
7314,412
7315,426
7315,1254
7317,409
7350,1129
7352,1217
7360,412
7360,441
7361,449
7363,441
7371,441
7374,441
7383,412
7383,441
7388,1306
7408,1314
7439,412
7439,441
7439,443
7440,441
7440,443
7440,1136
7463,150
7463,1318
7463,1319
7496,1217
7498,1217
7499,1217
7539,412
7539,448
7539,1130
7550,1142
7578,125
7578,409
7578,1225
7611,130
7611,433
7645,430
7645,529
7661,433
7661,1217
7661,1218
7664,1217
7664,1222
7672,409
7680,547
7737,141
7737,1318
7784,1129
7784,1316
7821,127
7821,130
7821,444
7886,1255
7886,1262
7888,392
7888,416
7888,510
7888,1273
7889,137
7889,143
7889,146
7906,446
7906,1142
7979,412
7979,441
7979,1133
7985,412
7985,441
7985,1235
7986,441
7986,444
7986,446
7987,433
7987,1217
7988,433
7988,1217
7996,1129
8008,611
8035,1136
8039,128
8039,1222
8039,1311
8065,468
8135,137
8135,145
8135,148
8152,468
8152,479
8174,519
8174,613
8178,412
8178,1133
8196,127
8196,433
8212,424
8223,433
8223,1217
8248,433
8248,1217
8254,517
8254,1142
8266,1217
8281,150
8281,412
8281,444
8289,430
8366,434
8369,424
8369,1235
8378,412
8378,434
8378,441
8489,503
8489,505
8750,1257
8778,1255
8778,1268
8946,401
9024,150
9024,449
9025,150
9025,412
9025,443
9041,145
9041,150
9061,150
9061,412
9061,443
9074,137
9074,148
9074,1318
9074,1321
9076,137
9076,146
9076,148
9076,150
9109,146
9109,150
9147,140
9167,140
9188,149
9188,1223
9192,142
9192,146
9192,1223
9205,446
9205,1129
9214,149
9214,412
9224,150
9224,446
9224,1318
9228,146
9228,150
9228,412
9228,444
9229,1318
9243,150
9243,1318
9247,146
9247,150
9254,137
9254,140
9254,150
9265,424
9313,128
9313,1311
9313,1312
9314,128
9314,1311
9326,126
9332,126
9332,1310
9349,133
9349,1309
9426,1129
9427,1142
9505,1314
9509,405
9509,478
9524,126
9524,127
9524,128
9529,465
9552,1142
9552,1143
9564,464
9564,467
9567,445
9567,459
9567,479
9578,389
9578,475
9578,479
9627,1142
9695,426
9695,1240
9695,1242
9702,125
9702,1223
9702,1224
9720,549
9720,1147
9732,430
9732,529
9735,430
9735,533
9736,430
9741,430
9745,409
9745,1333
9746,412
9746,441
9747,435
9747,441
9747,445
9748,412
9748,441
9806,547
9806,551
9864,1255
9864,1260
9864,1268
10088,120
10088,1314
10090,424
10090,1235
10095,1142
10098,441
10098,446
10138,430
10138,529
10152,412
10152,1217
10153,616
10154,412
10154,1130
10161,127
10161,128
10161,134
10177,1232
10185,446
10185,1217
10208,127
10237,616
10238,1268
10241,464
10241,471
10250,618
10250,1138
10253,466
10256,459
10256,537
10400,409
10400,412
10477,424
10477,1226
10477,1233
10480,409
10480,444
10480,1225
10492,1142
10508,430
10517,412
10517,441
10517,444
10518,409
10518,412
10527,1217
10527,1222
10536,127
10536,128
10553,430
10553,533
10566,461
10649,465
10655,464
10655,471
10679,551
10680,547
10680,551
10875,355
10890,444
10890,1284
10891,444
10891,1284
10892,1217
10892,1222
10900,1142
10904,430
10904,529
10908,430
10908,533
10911,1136
10911,1222
10926,1310
10950,1255
10950,1268
10966,1255
10966,1268
10975,125
10975,127
10975,433
11024,616
11037,468
11053,459
11053,465
11053,466
11053,537
11053,1142
11267,43
11267,60
11267,1255
11276,127
11276,533
11286,119
11286,125
11286,127
11341,616
11341,1255
11350,18
11350,601
11353,465
11353,479
11578,1251
11579,412
11579,424
11579,426
11579,1235
11580,1217
11586,1317
11600,145
11600,1128
11600,1316
11600,1321
11607,430
11607,433
11607,1139
11609,430
11609,433
11623,412
11623,441
11623,444
11635,127
11635,130
11636,127
11655,127
11655,128
11668,412
11668,1217
11674,1217
11674,1222
11675,1217
11684,616
11684,618
11685,1142
11691,137
11691,141
11691,150
11691,1318
11691,1319
11703,128
11703,1311
11703,1312
11747,1142
11763,1136
11764,441
11764,1136
11773,412
11773,416
11774,392
11777,441
11779,441
11779,447
11779,1326
11802,426
11817,1217
11823,441
11823,444
11823,446
11824,424
11913,1142
11913,1264
11914,1217
11936,146
11936,426
11936,1248
11941,547
11941,613
11945,121
11945,126
11950,120
11950,1236
11950,1314
11965,430
11984,464
11984,695
11992,1217
11992,1222
11992,1235
11992,1314
12008,1142
12020,412
12020,430
12020,1217
12125,430
12125,534
12126,412
12126,424
12154,412
12154,441
12154,444
12164,412
12164,424
12177,701
12190,426
12190,1242
12190,1336
12204,120
12204,424
12204,444
12240,1142
12240,1143
12262,122
12262,433
12262,1217
12263,412
12267,1255
12267,1268
12278,412
12278,424
12278,1233
12278,1235
12430,412
12430,444
12433,430
12448,1255
12448,1268
12466,441
12466,444
12466,446
12499,510
12499,516
12522,140
12533,430
12568,1255
12568,1268
12639,1217
12655,613
12655,615
12688,441
12688,446
12688,447
12709,537
12709,547
12709,559
12709,1138
12719,441
12757,412
12805,1
12805,43
12805,483
12812,127
12812,129
12812,130
12814,433
12814,1217
12828,412
12828,441
12828,444
12915,1235
12915,1314
12920,465
12920,479
12920,488
12935,424
12949,1235
12949,1314
12963,1
12963,43
12963,483
12964,412
12964,549
12964,609
13025,1133
13025,1138
13025,1314
13071,441
13072,434
13073,441
13075,441
13076,441
13081,1219
13081,1284
13085,616
13089,713
13095,128
13095,1311
13095,1312
13111,1217
13204,1270
13240,142
13240,146
13240,1223
13246,137
13246,141
13246,149
13251,430
13271,137
13271,141
13305,433
13305,1217
13308,527
13308,533
13312,426
13312,1242
13314,550
13334,1129
13343,141
13343,146
13343,412
13348,150
13355,441
13355,444
13355,1133
13363,412
13363,1224
13397,412
13397,441
13397,444
13438,490
13438,498
13438,499
13445,1220
13446,424
13446,433
13478,1251
13494,1255
13494,1268
13509,412
13509,433
13510,537
13510,613
13510,615
13512,694
13512,704
13524,1222
13549,143
13549,1133
13552,412
13552,441
13552,443
13552,1326
13562,424
13571,1251
13571,1254
13573,1226
13573,1235
13596,1129
13596,1316
13645,128
13647,128
13731,1142
13746,433
13746,1217
13747,433
13753,465
13753,616
13753,765
13800,1129
13800,1316
13861,1129
13870,464
13870,466
13886,616
13900,426
13900,1242
13962,1169
14031,412
14031,1223
14167,549
14167,553
14167,556
14167,1144
14194,1222
14243,505
14294,433
14336,1314
14380,1129
14412,426
14417,1255
14417,1268
14443,433
14443,1255
14443,1268
14444,433
14444,1133
14444,1255
14534,424
14560,424
14695,613
14751,426
14752,412
14752,434
14752,444
14802,498
14819,434
14821,1
14821,22
14821,43
14821,81
14821,83
14867,127
14867,129
14867,130
14869,412
14869,424
14869,1233
14870,412
14870,424
14872,125
14872,433
14872,1217
14874,412
14874,441
14874,444
14874,1136
14888,616
14899,433
14900,412
14901,412
14901,441
14901,444
14921,551
14921,1147
14955,409
14955,444
14956,1222
14963,434
14963,441
14963,446
15005,1314
15016,141
15016,142
15016,146
15016,1223
15042,1147
15088,1223
15095,468
15095,479
15124,1142
15124,1182
15148,412
15148,441
15148,443
15148,1139
15153,710
15153,1133
15159,1133
15182,424
15184,128
15184,1311
15184,1312
15207,433
15207,1217
15235,412
15235,444
15237,142
15241,446
15252,150
15252,412
15274,461
15292,527
15292,1306
15294,424
15295,1314
15307,1129
15311,412
15311,441
15314,412
15314,441
15314,444
15321,141
15321,149
15321,1223
15328,461
15328,464
15329,430
15329,529
15363,1222
15368,395
15389,1246
15389,1251
15393,479
15393,486
15403,137
15403,141
15403,1318
15408,409
15408,1223
15426,433
15435,142
15435,1240
15441,416
15441,1129
15465,446
15465,1136
15465,1218
15479,1129
15482,143
15482,431
15482,1133
15482,1136
15482,1137
15497,1142
15536,149
15536,533
15538,424
15543,426
15548,412
15548,1136
15557,409
15574,765
15574,771
15643,434
15646,434
15648,426
15656,433
15656,1217
15724,121
15734,1136
15734,1284
15776,1251
15776,1254
15783,143
15783,144
15783,146
15810,146
15810,1223
15811,141
15811,142
15819,430
15830,140
15893,430
15893,433
15950,465
15950,479
15961,355
15961,693
16093,430
16093,527
16118,387
16118,396
16122,434
16129,412
16131,412
16131,1219
16131,1326
16145,1255
16145,1268
16163,602
16163,609
16168,412
16169,426
16195,1129
16205,412
16205,441
16205,1127
16205,1142
16215,616
16215,618
16303,412
16303,424
16325,128
16325,1311
16344,424
16357,389
16372,447
16372,1219
16372,1326
16376,616
16376,1280
16427,412
16427,438
16443,1142
16582,1235
16582,1314
16585,426
16624,137
16624,146
16627,137
16627,146
16660,1223
16698,1222
16735,446
16750,424
16792,141
16792,142
16792,146
16792,1223
16815,1280
16815,1317
16816,128
16816,1312
16838,447
16838,1235
16838,1314
16840,424
16841,426
16869,1257
16869,1260
16884,430
16884,527
16900,140
16907,119
16924,137
16924,140
16979,126
16979,128
16979,1311
16979,1312
16984,412
16989,433
16989,1217
16990,1222
17027,1217
17029,412
17029,444
17030,1129
17036,140
17049,448
17064,1143
17113,433
17117,537
17117,616
17118,616
17119,433
17120,433
17132,416
17141,142
17141,146
17141,1223
17146,141
17146,142
17146,144
17146,1318
17147,1314
17148,1249
17152,1251
17215,412
17215,1218
17215,1326
17234,1217
17234,1222
17237,22
17237,65
17238,547
17238,600
17261,433
17267,1255
17267,1262
17273,464
17273,465
17273,479
17280,18
17280,43
17422,125
17422,127
17422,532
17428,412
17428,1280
17433,409
17433,1223
17463,412
17463,441
17463,444
17488,1142
17501,600
17501,1151
17501,1152
17548,490
17548,498
17561,446
17566,412
17591,479
17591,486
17632,143
17632,146
17632,150
17644,1143
17666,1217
17686,435
17686,441
17688,498
17695,144
17695,146
17731,434
17761,125
17761,433
17761,1136
17762,127
17762,444
17763,430
17763,433
17771,137
17771,1120
17797,433
17803,433
17804,430
17804,433
17804,1136
17808,426
17822,137
17822,142
17822,150
17830,433
17854,141
17854,1318
17891,521
17895,438
17895,441
17944,426
17945,149
17960,412
17960,441
17960,1279
17963,433
17963,1280
18039,120
18039,1314
18064,430
18124,412
18124,441
18124,443
18124,1326
18149,441
18149,444
18149,446
18174,128
18174,1311
18174,1312
18233,145
18233,148
18233,1318
18233,1321
18244,459
18543,412
18549,1220
18549,1222
18584,392
18584,520
18584,1259
18585,412
18585,547
18585,600
18589,127
18589,130
18591,433
18603,1217
18610,412
18610,424
18620,1318
18628,426
18628,444
18628,1242
18641,412
18641,441
18641,1326
18663,705
18714,433
18714,1217
18716,1142
18716,1143
18727,134
18727,1309
18757,516
18757,550
18757,1144
18790,13
18790,18
18790,19
18800,468
18800,1255
18827,395
18827,600
18863,433
18863,1150
18863,1185
18863,1217
18886,412
18886,442
18886,1142
18904,547
18904,549
18904,552
18904,559
18911,150
18911,1319
18911,1322
18914,1142
18914,1143
18914,1147
18933,1125
18933,1222
18934,433
18957,519
18957,613
18960,127
18981,127
19013,43
19043,435
19043,609
19043,616
19046,1217
19061,412
19071,1222
19077,1142
19078,1129
19078,1316
19122,412
19122,424
19122,426
19128,424
19153,1222
19153,1310
19189,468
19189,479
19252,434
19286,412
19286,426
19293,149
19334,424
19335,144
19335,146
19338,126
19338,130
19338,1136
19339,433
19339,1327
19373,143
19373,1310
19389,150
19389,1318
19389,1319
19415,446
19415,447
19415,1237
19424,1240
19424,1251
19444,434
19450,1217
19468,430
19469,430
19469,433
19482,490
19482,498
19531,1129
19534,519
19534,613
19535,465
19539,125
19539,126
19539,127
19539,532
19540,433
19540,1217
19548,150
19550,1237
19550,1314
19572,1129
19572,1316
19574,1255
19574,1268
19580,395
19593,127
19593,433
19631,441
19632,441
19667,464
19667,465
19681,1
19681,5
19681,17
19681,43
19686,128
19686,1311
19686,1312
19733,128
19733,1311
19733,1312
19825,549
19825,1136
19825,1142
19830,394
19864,1129
19912,1169
19989,433
19990,433
19991,433
20026,1217
20027,433
20027,529
20069,1239
20069,1314
20104,424
20108,466
20117,127
20130,1309
20130,1311
20157,533
20169,1284
20169,1333
20200,1217
20212,616
20236,1142
20238,516
20238,547
20238,550
20238,1144
20241,127
20241,130
20272,412
20284,424
20292,1217
20294,430
20361,490
20361,498
20382,125
20382,409
20383,127
20383,130
20383,136
20384,412
20384,424
20406,449
20406,1182
20413,142
20413,150
20456,468
20456,479
20462,1142
20463,125
20463,433
20479,119
20479,120
20479,1224
20504,1142
20506,412
20506,433
20516,424
20516,1233
20517,424
20517,1233
20523,142
20523,146
20523,1223
20579,424
20579,433
20579,1226
20581,1153
20581,1182
20589,1142
20590,547
20590,1142
20591,547
20591,1142
20593,412
20593,441
20593,444
20612,1142
20687,1142
20735,1129
20755,141
20755,1322
20777,126
20777,1310
20796,140
20802,424
20802,1226
20802,1233
20820,616
20854,426
20856,1129
20856,1316
20857,465
20857,479
20872,412
20881,1133
20914,459
20914,465
20914,537
20928,1255
20928,1263
20975,615
20975,707
20975,765
21016,616
21032,127
21032,433
21041,459
21041,464
21041,537
21052,446
21052,1316
21062,149
21082,412
21087,426
21088,444
21088,447
21088,1284
21131,1142
21169,126
21169,1309
21169,1310
21189,433
21190,146
21190,1142
21191,433
21191,1125
21192,1142
21211,510
21211,1142
21261,1311
21267,1217
21267,1284
21286,446
21286,1136
21286,1218
21287,149
21287,1223
21291,1125
21291,1222
21296,433
21296,1224
21309,446
21309,1136
21316,533
21316,1306
21324,426
21324,444
21324,1223
21324,1242
21336,615
21433,519
21486,433
21488,1217
21491,430
21491,527
21499,125
21499,127
21517,446
21517,1136
21517,1218
21547,430
21566,430
21574,430
21574,529
21583,424
21583,1237
21584,547
21584,549
21584,550
21603,1309
21621,146
21621,1223
21648,141
21648,146
21648,1223
21656,127
21656,149
21656,433
21656,1223
21660,1310
21681,1251
21681,1254
21709,392
21759,140
21759,1216
21781,443
21781,446
21781,1317
21786,412
21794,1125
21818,1223
21823,1223
21850,128
21850,1311
21850,1312
21876,137
21876,141
21876,146
21896,150
21896,412
21929,430
21929,433
21934,430
21936,1251
21968,430
21976,430
21976,533
22046,146
22046,150
22112,547
22112,609
22198,549
22306,1129
22310,389
22310,461
22476,412
22476,430
22608,434
22608,1142
22662,424
22662,1239
22668,433
22695,1142
22710,1222
22714,600
22733,616
22769,1142
22801,1222
22853,412
22853,551
22853,1147
22855,549
22855,1268
22856,1143
22878,424
22878,1235
22895,1129
22895,1316
22925,434
22936,127
22936,130
22937,1222
22951,459
22958,426
22963,433
22963,1279
22976,426
22978,433
22978,1218
22980,1142
23082,1233
23082,1314
23085,426
23086,1224
23087,142
23087,144
23091,146
23091,150
23095,1142
23096,433
23134,1217
23160,1310
23163,1142
23188,547
23188,1144
23196,412
23196,443
23196,1133
23198,424
23204,441
23204,446
23205,441
23205,446
23206,441
23222,434
23234,142
23234,1124
23234,1240
23257,1142
23260,1222
23264,424
23264,1235
23267,490
23267,498
23306,433
23306,1217
23339,1222
23346,434
23347,1217
23364,424
23367,424
23367,444
23367,1237
23401,434
23424,127
23424,129
23450,424
23453,43
23453,49
23527,145
23527,150
23527,1318
23527,1319
23528,125
23528,412
23528,441
23528,444
23552,137
23552,1120
23572,1142
23574,1142
23575,412
23575,424
23579,1129
23579,1316
23580,128
23580,1311
23580,1312
23596,479
23596,505
23602,1
23602,2
23602,16
23602,43
23602,52
23602,54
23605,104
23641,448
23641,1280
23683,409
23695,533
23722,1309
23722,1310
23726,1142
23726,1143
23734,1217
23734,1222
23747,126
23749,616
23750,447
23750,1133
23750,1136
23750,1219
23757,551
23757,1142
23762,1242
23762,1251
23768,616
23768,618
23796,412
23796,434
23796,616
23796,1141
23797,409
23797,444
23819,516
23819,600
23834,412
23834,441
23834,1129
23936,527
23936,1136
23936,1326
23949,412
23949,424
24045,468
24089,1136
24135,549
24135,616
24149,1217
24157,409
24157,444
24157,1326
24193,430
24193,433
24193,1217
24196,412
24221,412
24221,441
24250,137
24250,146
24253,1217
24258,602
24260,433
24275,433
24275,1223
24279,412
24279,416
24317,547
24317,550
24344,424
24345,424
24364,412
24364,441
24364,1326
24449,22
24449,83
24464,433
24501,1143
24501,1144
24533,412
24533,444
24533,1326
24544,446
24544,447
24551,424
24591,433
24592,433
24605,444
24605,446
24605,447
24606,446
24606,1333
24642,1251
24668,1309
24668,1310
24712,516
24712,550
24717,434
24722,433
24723,128
24723,1311
24733,143
24733,144
24733,146
24733,1240
24743,446
24743,447
24764,1217
24948,739
24948,751
24949,1219
25147,430
25147,530
25185,1150
25185,1151
25185,1183
25202,146
25202,150
25272,1223
25296,1240
25296,1242
25313,426
25314,426
25314,1254
25315,426
25315,1254
25319,426
25319,1254
25320,426
25320,1254
25327,424
25327,1226
25336,616
25336,1141
25343,441
25343,444
25343,446
25345,127
25345,412
25345,444
25347,446
25347,1317
25356,126
25356,127
25356,433
25357,412
25357,424
25357,444
25358,765
25361,140
25361,547
25439,1251
25439,1254
25440,459
25440,464
25440,479
25447,129
25447,1309
25489,405
25489,1255
25490,1255
25490,1259
25536,1251
25558,141
25558,142
25558,146
25558,1223
25559,141
25559,142
25559,146
25559,1223
25560,142
25560,146
25560,1223
25561,142
25561,146
25561,1223
25562,137
25562,141
25562,142
25562,146
25562,1223
25563,141
25563,142
25563,146
25563,1223
25564,141
25564,142
25564,146
25564,1223
25581,1235
25581,1314
25684,430
25684,529
25760,1217
26046,441
26046,446
26094,127
26094,430
26136,127
26136,136
26136,412
26136,444
26140,617
26231,1222
26240,409
26240,1136
26276,142
26276,1124
26276,1240
26280,701
26290,412
26290,444
26290,1130
26291,142
26291,1233
26291,1314
26292,142
26292,1233
26292,1314
26300,547
26300,548
26300,765
26325,1136
26329,433
26351,150
26351,446
26351,1280
26364,433
26397,412
26397,441
26397,444
26397,1130
26402,412
26402,441
26402,444
26407,426
26459,547
26459,551
26502,1222
26502,1223
26502,1225
26505,1255
26505,1261
26510,434
26511,434
26565,412
26565,441
26573,521
26574,128
26574,1311
26574,1312
26591,516
26593,551
26593,609
26640,1310
26656,433
26674,547
26674,1142
26690,433
26706,424
26706,1232
26710,445
26711,433
26711,1217
26711,1326
26721,1133
26721,1136
26768,412
26768,424
26794,1
26794,22
26797,1220
26797,1222
26803,547
26803,618
26808,713
26838,516
26859,137
26859,150
26859,1133
26867,412
26867,441
26869,412
26869,441
26874,412
26874,441
26874,444
26874,1326
26886,412
26886,424
26886,1233
26891,1182
26901,394
26924,22
26924,25
26932,412
26932,444
26932,1326
26957,412
26959,143
26959,144
26959,146
26960,433
26960,1217
26962,137
26962,142
26962,144
26965,433
26965,1217
26966,126
26966,127
26966,433
26988,120
26988,424
26988,426
27046,433
27047,434
27087,704
27087,1109
27088,547
27088,550
27089,549
27089,559
27092,412
27092,424
27103,120
27103,1222
27103,1314
27139,433
27168,424
27175,459
27175,465
27175,537
27198,8
